city,max-bedroom,min-bathroom,max-bathroom,min-carpet-area,max-carpet-area,min-total-area,max-total-area,property-type,facing,overlooking,parking,balcony,min-price,max-price,Furniture,Land Deed,Registry
Ghaziabad,2,3,4,543,1673,1501,3998,Villa,East,Pool,No,No,9636933,19237135,Yes,Yes,Registered
Ghaziabad,3,4,4,1102,2542,1324,2590,Studio,East,Park,No,No,4109368,22521658,Yes,Yes,Registered
Ghaziabad,5,1,4,1145,2453,1818,3680,Studio,North,None,Yes,Yes,4415245,30413085,Yes,Yes,Registered
Faridabad,4,2,4,744,1856,1922,2273,Independent House,West,Garden,Yes,Yes,8229922,40266890,Yes,Yes,Registered
Gurgaon,1,3,2,673,2483,1520,3496,Independent House,North,Garden,Yes,Yes,7513746,42399702,No,Yes,Registered
Gurgaon,5,1,3,1182,2607,1276,3372,Villa,Northeast,Park,Yes,No,7942882,15998736,Yes,Yes,Registered
Gurgaon,3,1,5,980,2005,1715,2948,Studio,Southeast,None,Yes,Yes,8931568,43656613,Yes,Yes,Registered
Ghaziabad,1,4,3,816,1954,1410,2977,Villa,North,Park,Yes,Yes,8130394,27184452,No,Yes,Registered
Ghaziabad,3,2,5,1344,1826,1844,2187,Independent House,Northwest,Main Road,No,No,9403146,33278386,Yes,Yes,Registered
Delhi,1,2,5,1020,2564,1095,2143,Villa,South,Garden,No,No,8729479,36202023,Yes,Yes,Registered
Delhi,4,1,3,904,2440,1592,3187,Apartment,Northwest,Park,No,Yes,2163925,45417015,No,Yes,Registered
Delhi,3,2,3,1459,2372,1838,3459,Independent House,Southwest,None,No,Yes,2378970,48776940,No,Yes,Registered
Delhi,2,4,4,1288,1507,1832,2377,Independent House,Northeast,Park,No,Yes,3618094,12303847,No,Yes,Registered
Gurgaon,1,3,3,938,2207,1560,2044,Apartment,North,Park,Yes,No,3750661,45750863,Yes,Yes,Registered
Gurgaon,3,2,5,683,2145,1260,2965,Villa,West,Main Road,No,No,3965087,38513543,Yes,Yes,Registered
Delhi,2,1,2,872,1684,1813,3042,Villa,North,Garden,Yes,Yes,4054237,18539205,Yes,Yes,Registered
Delhi,5,1,3,713,1702,1636,2302,Apartment,West,Park,Yes,No,7052281,32316048,No,Yes,Registered
Ghaziabad,4,4,1,590,1567,1684,3376,Studio,North,Park,No,No,9597148,18344416,Yes,Yes,Registered
Ghaziabad,5,2,5,517,2732,1794,2492,Apartment,East,None,Yes,No,4875385,45086946,No,Yes,Registered
Ghaziabad,1,1,4,1433,2461,1770,2588,Studio,South,Garden,No,No,6531053,40120632,Yes,Yes,Registered
Gurgaon,4,1,2,1344,2569,1882,3287,Independent House,South,None,Yes,Yes,8762541,22061676,No,Yes,Registered
Noida,3,2,4,723,1642,1080,2002,Independent House,Northwest,Park,Yes,No,9467712,49800484,Yes,Yes,Registered
Noida,5,1,4,735,2520,1307,3879,Independent House,Northwest,Park,No,Yes,3216989,38817709,Yes,Yes,Registered
Ghaziabad,4,3,5,1483,1891,1780,2981,Apartment,East,Pool,Yes,No,6084229,12848662,Yes,Yes,Registered
Delhi,5,1,4,1003,1830,1685,3595,Studio,East,None,Yes,No,6818450,34290288,No,Yes,Registered
Gurgaon,3,4,5,1292,2070,1376,2766,Apartment,Southwest,Park,Yes,No,8617105,31651667,Yes,Yes,Registered
Faridabad,4,3,4,958,2153,1348,3621,Studio,East,Pool,Yes,No,3778388,45131830,Yes,Yes,Not Registered
Gurgaon,3,1,1,920,2374,1146,2049,Apartment,South,Pool,Yes,No,7102268,43017178,No,Yes,Registered
Delhi,5,3,1,888,2133,1857,2794,Villa,North,Garden,Yes,Yes,7130448,42422924,Yes,Yes,Registered
Noida,4,3,5,1161,2024,1693,3436,Studio,South,Pool,Yes,No,9844254,45076231,Yes,Yes,Registered
Faridabad,1,4,3,574,2301,1754,2049,Villa,Northwest,Garden,Yes,Yes,4034333,26528230,No,Yes,Registered
Ghaziabad,5,2,4,604,2879,1117,2220,Apartment,Southeast,None,Yes,Yes,6300480,18999438,No,Yes,Registered
Noida,3,1,4,1070,1733,1716,3654,Villa,South,None,No,Yes,6613558,32338015,Yes,Yes,Registered
Ghaziabad,2,2,2,1020,1758,1957,2325,Apartment,Northeast,Main Road,No,Yes,2920997,41032356,Yes,Yes,Registered
Faridabad,5,4,5,1271,2089,1812,2077,Apartment,North,Park,No,Yes,9393103,16433331,Yes,Yes,Registered
Ghaziabad,4,2,2,1208,1763,1682,2000,Villa,Northwest,Pool,Yes,Yes,7062055,23496170,Yes,Yes,Registered
Noida,1,1,3,657,2662,1636,3473,Studio,East,Garden,Yes,No,6183577,43858058,Yes,Yes,Registered
Delhi,5,1,4,1025,2701,1735,3699,Villa,Southwest,None,No,No,5610070,13286950,Yes,Yes,Registered
Gurgaon,5,1,4,1268,2997,1186,2696,Independent House,Northwest,None,Yes,Yes,8430268,19694424,No,Yes,Registered
Noida,5,2,2,621,2637,1462,3558,Apartment,Southwest,Park,No,No,3967079,17977459,No,Yes,Not Registered
Delhi,1,3,3,1188,2793,1742,3745,Villa,Southwest,Main Road,Yes,Yes,2745608,12261978,No,Yes,Registered
Ghaziabad,1,3,5,955,2603,1616,3850,Studio,Southwest,Main Road,Yes,Yes,4626738,41156123,Yes,Yes,Registered
Ghaziabad,2,2,3,1254,2705,1872,2886,Independent House,West,Pool,No,No,3424858,16425259,Yes,Yes,Registered
Noida,5,2,1,681,1908,1165,3240,Independent House,Northeast,Main Road,No,Yes,8118821,39838262,No,Yes,Registered
Gurgaon,5,1,5,1024,2927,1170,3406,Apartment,West,Pool,No,No,5285800,17242844,Yes,Yes,Registered
Ghaziabad,4,1,3,1396,1604,1782,2881,Apartment,North,Garden,Yes,No,8798602,32812501,No,Yes,Registered
Noida,3,4,1,1405,2822,1321,2070,Studio,West,Pool,Yes,Yes,4371896,29738347,Yes,Yes,Registered
Gurgaon,3,3,4,1255,2372,1034,2631,Independent House,Northeast,Pool,Yes,No,7141597,44358356,No,Yes,Registered
Ghaziabad,2,3,3,876,2697,1540,3008,Villa,Northeast,Garden,No,No,4238346,19094174,Yes,Yes,Not Registered
Ghaziabad,5,4,3,1249,1606,1480,2825,Studio,North,Main Road,No,No,5139290,24610887,Yes,Yes,Registered
Gurgaon,5,1,3,957,1668,1124,3593,Apartment,Southwest,Pool,No,Yes,4479127,48047003,Yes,Yes,Registered
Faridabad,2,4,5,1479,2247,1612,3743,Apartment,West,Garden,Yes,No,3012966,39440126,No,Yes,Registered
Ghaziabad,3,1,3,1189,2408,1040,3482,Studio,South,Garden,Yes,No,9747885,28085998,Yes,Yes,Registered
Delhi,1,2,3,1492,2885,1496,3620,Apartment,Northeast,Park,No,No,9059165,45905928,Yes,Yes,Registered
Noida,1,2,3,1284,1816,1212,2558,Studio,Northeast,Pool,Yes,No,6306178,18132765,No,Yes,Registered
Delhi,5,3,5,1192,1509,1998,2205,Villa,Northwest,Park,Yes,Yes,2684125,18079557,Yes,Yes,Registered
Noida,2,4,3,1260,2851,1812,3463,Villa,Northwest,Garden,No,No,4582739,43420201,No,Yes,Registered
Delhi,1,1,3,1153,2362,1979,2334,Studio,West,Garden,Yes,No,2264296,15530237,Yes,Yes,Registered
Faridabad,2,1,2,1047,2625,1042,3267,Villa,Southeast,Main Road,Yes,No,3460771,14494171,No,Yes,Registered
Gurgaon,1,1,1,1459,2734,1906,3600,Independent House,Northeast,None,No,Yes,3370401,21000591,Yes,No,Not Registered
Noida,1,3,1,1275,1627,1865,3803,Apartment,Southwest,Main Road,Yes,Yes,6032354,12717152,Yes,Yes,Not Registered
Noida,3,1,5,1008,1691,1618,2484,Independent House,East,Pool,No,Yes,7976350,42627237,No,Yes,Registered
Ghaziabad,3,1,2,563,2014,1304,3301,Villa,South,Garden,No,Yes,4593086,39102469,Yes,Yes,Registered
Gurgaon,3,1,4,1460,2252,1421,3839,Apartment,East,Park,Yes,No,6375629,21992586,No,Yes,Registered
Gurgaon,2,4,4,918,2872,1871,3879,Apartment,Northwest,Park,Yes,No,8609095,47860754,No,Yes,Registered
Faridabad,2,2,2,600,2931,1665,2380,Apartment,Northeast,Main Road,Yes,Yes,8199005,22872582,Yes,Yes,Registered
Ghaziabad,5,3,1,605,1728,1339,3286,Independent House,Northeast,Pool,No,No,9220411,28015210,Yes,Yes,Registered
Faridabad,1,1,3,751,2523,1297,2605,Studio,Southwest,Garden,No,No,8733297,39322695,Yes,Yes,Registered
Faridabad,4,2,4,883,2610,1069,2546,Studio,Northeast,Garden,No,No,5837090,28467097,No,Yes,Registered
Gurgaon,2,4,3,596,2037,1217,3274,Villa,West,Pool,Yes,No,5888424,19744759,No,Yes,Registered
Faridabad,4,3,4,1093,1818,1640,2395,Studio,Southwest,Pool,Yes,Yes,9605256,16334239,Yes,Yes,Registered
Faridabad,1,1,1,1109,2143,1239,2930,Villa,West,Main Road,Yes,Yes,6268146,17497010,Yes,Yes,Registered
Noida,5,2,3,693,2418,1448,2844,Apartment,Southwest,Pool,Yes,No,9109240,13243597,No,Yes,Registered
Ghaziabad,4,4,3,994,2236,1197,2771,Independent House,Southeast,Park,Yes,No,6912584,18925972,Yes,Yes,Not Registered
Delhi,4,3,1,1006,2199,1056,3557,Studio,East,Pool,Yes,No,8090665,46544706,Yes,Yes,Not Registered
Faridabad,1,4,1,938,2756,1496,3920,Independent House,Southwest,None,Yes,Yes,6698552,49470172,Yes,Yes,Registered
Ghaziabad,3,2,2,783,2024,1695,2942,Apartment,West,Pool,Yes,No,3574189,24955372,Yes,Yes,Registered
Faridabad,1,2,2,973,2426,1751,2317,Independent House,North,Park,Yes,Yes,2660320,13076279,Yes,Yes,Registered
Delhi,3,4,3,620,2408,1053,2472,Villa,Northwest,Pool,Yes,No,7171589,26953352,Yes,Yes,Registered
Delhi,3,3,2,1204,1805,1958,2833,Villa,West,Park,Yes,Yes,8787719,31386443,No,Yes,Registered
Noida,4,4,4,1451,2304,1416,2433,Apartment,Southwest,Garden,Yes,No,4579199,36463646,No,Yes,Registered
Ghaziabad,1,3,4,1035,1695,1526,2056,Independent House,East,None,Yes,No,4971016,42815500,No,Yes,Registered
Gurgaon,4,4,5,947,2824,1021,3655,Apartment,Southeast,Garden,Yes,No,3475927,20555906,Yes,Yes,Registered
Delhi,1,3,4,674,1840,1653,3284,Apartment,West,Main Road,No,Yes,2631522,15822868,Yes,Yes,Registered
Noida,2,4,4,801,2812,1274,3814,Studio,North,Pool,Yes,Yes,6924526,21367869,Yes,Yes,Not Registered
Faridabad,3,4,4,604,2982,1169,3384,Villa,Southwest,Main Road,No,Yes,7264090,15201208,Yes,Yes,Registered
Gurgaon,2,3,5,1452,2008,1150,3733,Independent House,Southwest,None,No,Yes,6164703,26829423,No,Yes,Registered
Delhi,4,2,3,1349,2586,1206,2063,Apartment,North,Main Road,No,No,9863936,30996482,Yes,Yes,Registered
Ghaziabad,3,4,2,1198,2627,1896,2673,Villa,Northwest,None,Yes,No,6029440,35361491,Yes,Yes,Registered
Faridabad,1,2,2,878,1663,1890,2267,Apartment,Northeast,Park,No,No,9248080,46534351,No,Yes,Registered
Faridabad,5,2,5,1448,1533,1395,2507,Apartment,Southeast,Pool,No,Yes,4594638,35892116,No,Yes,Registered
Ghaziabad,1,2,1,1332,2352,1994,3343,Villa,East,Park,No,No,4319972,25376254,No,Yes,Registered
Delhi,1,1,2,1164,2053,1094,3769,Apartment,West,None,Yes,Yes,6489505,45526315,Yes,Yes,Registered
Faridabad,3,1,4,867,1696,1490,2200,Independent House,West,Main Road,Yes,No,2691710,38661733,Yes,Yes,Not Registered
Gurgaon,3,1,2,809,1770,1872,2891,Studio,North,Pool,Yes,Yes,4092411,14593702,Yes,Yes,Registered
Delhi,3,2,2,1341,2513,1351,2561,Villa,Northeast,Park,Yes,No,6087143,17471748,Yes,Yes,Registered
Gurgaon,2,3,1,1449,2692,1069,3160,Apartment,Southeast,Park,Yes,No,5885247,38866267,No,Yes,Registered
Noida,3,2,5,1093,1566,1918,3209,Independent House,Northeast,Garden,No,Yes,4975085,27356470,Yes,Yes,Registered
Gurgaon,5,1,1,1326,2181,1375,2313,Studio,Southeast,Main Road,Yes,No,5844517,13242135,No,Yes,Registered
Ghaziabad,1,4,3,1443,2711,1066,2750,Studio,Northwest,Pool,No,Yes,6778846,12955964,Yes,Yes,Registered
Delhi,3,4,3,1310,1847,1660,3977,Studio,West,Pool,No,No,6599791,25618619,Yes,Yes,Registered
Noida,1,1,1,701,1812,1254,2481,Villa,Southeast,Pool,No,Yes,4396266,47788204,Yes,Yes,Registered
Noida,4,1,5,1429,1740,1761,3230,Villa,West,Park,No,No,5004900,20877769,Yes,Yes,Registered
Gurgaon,4,2,3,959,2399,1393,3027,Studio,Southeast,Pool,Yes,Yes,2788379,27415757,Yes,Yes,Registered
Ghaziabad,2,3,4,529,2202,1505,3215,Studio,Northwest,Main Road,Yes,No,3854223,16235310,No,Yes,Registered
Delhi,4,1,4,1353,2881,1210,3262,Villa,Northwest,Main Road,Yes,No,3878908,16559137,No,Yes,Registered
Delhi,2,4,3,739,1535,1333,2785,Independent House,South,None,Yes,Yes,8769757,19066584,Yes,Yes,Registered
Delhi,4,1,4,614,2735,1220,2670,Studio,Northwest,Park,No,Yes,8568400,30646464,No,Yes,Registered
Noida,5,3,4,894,1570,1437,2174,Apartment,Northeast,Pool,No,Yes,4153061,19969683,No,Yes,Not Registered
Gurgaon,1,4,2,1380,1523,1138,2640,Studio,East,Main Road,No,No,2080278,46422176,Yes,Yes,Registered
Noida,3,4,2,866,2019,1246,2315,Independent House,West,Main Road,No,Yes,4597527,14071645,No,Yes,Registered
Gurgaon,5,1,4,1342,2165,1984,3102,Independent House,South,None,No,Yes,6981090,30112146,No,Yes,Registered
Ghaziabad,1,2,1,1038,2909,1757,3333,Studio,West,Main Road,Yes,No,8618543,13983666,Yes,Yes,Registered
Delhi,2,4,2,838,1913,1247,3704,Studio,Southwest,Park,Yes,No,6749975,41208855,Yes,Yes,Registered
Ghaziabad,3,4,3,1189,1681,1254,2207,Studio,North,Main Road,Yes,Yes,7567445,49663371,Yes,Yes,Registered
Gurgaon,1,1,3,1246,2877,1132,3725,Villa,Northeast,Main Road,No,No,5516919,36968900,Yes,Yes,Registered
Faridabad,5,2,1,589,1958,1906,2390,Independent House,Southeast,Garden,No,Yes,4394250,13191301,No,Yes,Registered
Noida,2,4,4,1336,1685,1966,3528,Independent House,Northeast,None,No,Yes,7769180,22874756,No,Yes,Registered
Delhi,4,2,1,889,1527,1154,2720,Apartment,North,Garden,No,No,9943371,39359945,Yes,Yes,Registered
Ghaziabad,4,3,1,1394,2707,1776,2422,Studio,Southeast,Park,No,Yes,3189177,46188120,No,Yes,Registered
Delhi,4,3,2,1244,1605,1213,2412,Apartment,Southwest,None,Yes,Yes,8369959,17171235,Yes,Yes,Registered
Ghaziabad,1,3,4,1433,2818,1777,3483,Independent House,Southeast,Garden,Yes,Yes,8585790,23367768,Yes,Yes,Registered
Noida,2,1,4,1478,2582,1723,2963,Studio,East,Main Road,No,No,3346467,17154672,Yes,Yes,Registered
Noida,2,3,1,947,2999,1064,3396,Apartment,East,Garden,No,No,6102993,22220532,Yes,Yes,Registered
Faridabad,4,3,4,1382,2134,1499,3900,Studio,Northwest,None,No,Yes,9289549,17586149,No,Yes,Registered
Delhi,4,1,1,1051,2465,1338,3826,Villa,Southeast,Garden,Yes,No,5703338,30252214,No,Yes,Registered
Delhi,3,1,1,1275,1870,1896,2696,Independent House,Northwest,Park,No,Yes,8809390,39553648,No,No,Not Registered
Gurgaon,4,4,1,1433,2117,1750,3516,Villa,North,Park,No,No,4236267,30227349,Yes,Yes,Registered
Gurgaon,3,1,3,1159,1821,1661,2077,Villa,Southwest,Pool,No,No,3047871,31771653,Yes,Yes,Registered
Faridabad,1,4,4,723,1929,1236,3149,Independent House,Northeast,Pool,No,No,6102721,30483767,Yes,Yes,Registered
Noida,5,1,5,1018,1617,1564,3573,Independent House,Northwest,Garden,No,Yes,7917391,19495927,Yes,Yes,Registered
Gurgaon,2,2,5,1156,2845,1757,3412,Villa,North,Main Road,Yes,No,3044641,47726756,Yes,Yes,Registered
Ghaziabad,4,3,5,908,2225,1143,2822,Independent House,South,Pool,No,Yes,6128104,35400896,Yes,Yes,Not Registered
Faridabad,2,3,4,795,1905,1707,2276,Villa,East,None,Yes,Yes,6663865,23863024,No,Yes,Registered
Gurgaon,5,3,1,526,1954,1185,3598,Studio,West,None,No,No,3597681,48010652,No,Yes,Registered
Noida,1,3,4,1035,1906,1646,2424,Apartment,Southeast,Pool,No,No,6296099,45837573,Yes,Yes,Registered
Ghaziabad,5,2,3,978,1773,1075,2042,Apartment,East,Park,Yes,No,9741730,32612935,Yes,Yes,Registered
Delhi,4,3,1,932,2845,1113,2590,Villa,West,None,Yes,No,9107541,40950616,Yes,Yes,Not Registered
Delhi,2,2,4,1183,2180,1513,3813,Apartment,West,Garden,Yes,Yes,4189954,37023850,No,Yes,Registered
Faridabad,4,4,2,1121,1988,1947,2709,Independent House,South,None,No,No,7508823,42347115,Yes,Yes,Registered
Ghaziabad,5,4,3,1372,2191,1595,3516,Independent House,East,None,Yes,No,3937748,32753643,No,Yes,Not Registered
Delhi,2,3,3,700,2862,1009,2568,Villa,South,Pool,No,Yes,4728066,37757803,Yes,Yes,Registered
Noida,4,3,1,548,1967,1218,2025,Independent House,North,None,Yes,Yes,3592697,33562202,Yes,Yes,Registered
Delhi,5,2,5,838,2586,1567,2836,Villa,North,None,No,Yes,5770141,21030059,No,Yes,Registered
Faridabad,1,1,4,998,2535,1164,3275,Independent House,North,Pool,No,No,2949081,46272188,Yes,Yes,Registered
Gurgaon,3,3,1,858,2059,1768,2206,Studio,Northwest,None,Yes,Yes,7479609,48924367,Yes,Yes,Registered
Faridabad,3,1,1,1347,2009,1198,2795,Apartment,Northwest,Garden,No,No,9811418,23588945,No,Yes,Registered
Delhi,3,4,2,1166,2124,1502,2873,Villa,Northeast,Garden,Yes,No,8387279,21907226,No,Yes,Registered
Delhi,5,1,3,1249,1763,1519,2023,Villa,Southwest,Garden,Yes,No,5274392,42031209,Yes,Yes,Registered
Ghaziabad,2,3,2,812,2215,1675,2123,Independent House,Northeast,Garden,Yes,No,5047221,33755618,Yes,Yes,Registered
Noida,3,3,1,1405,1832,1009,2747,Villa,West,Garden,Yes,No,2041512,19746682,Yes,Yes,Registered
Gurgaon,3,1,4,1185,1974,1626,2870,Apartment,West,Main Road,Yes,Yes,9159081,26131543,Yes,Yes,Registered
Faridabad,5,4,3,1092,2142,1424,2414,Apartment,East,None,Yes,No,6742094,40647020,No,Yes,Registered
Ghaziabad,4,1,2,1026,2901,1475,2816,Independent House,Southwest,None,No,Yes,4628340,45989314,No,Yes,Registered
Delhi,1,2,5,914,2480,1000,2590,Villa,Southeast,Garden,Yes,Yes,8184092,29546280,Yes,Yes,Registered
Gurgaon,2,4,4,1174,2771,1289,2640,Studio,East,None,No,No,7042596,27891119,Yes,Yes,Registered
Delhi,4,4,1,641,2480,1711,3763,Studio,West,Garden,No,Yes,2760400,15014538,No,Yes,Registered
Noida,3,3,1,1441,2197,1759,2502,Apartment,South,Park,Yes,No,8532990,19422815,No,Yes,Not Registered
Gurgaon,2,2,1,1445,2582,1691,2834,Villa,Southeast,Pool,Yes,Yes,8112332,13664097,No,Yes,Registered
Delhi,2,1,3,943,2127,1674,2640,Apartment,East,Main Road,Yes,No,4645690,45527265,Yes,Yes,Registered
Noida,2,2,1,901,1801,1581,2069,Villa,Northwest,None,Yes,No,8081610,25959351,No,Yes,Registered
Gurgaon,3,1,1,530,1927,1698,3920,Apartment,North,Garden,Yes,Yes,6705244,37033892,Yes,Yes,Registered
Noida,1,1,3,1497,2774,1260,2180,Villa,Northeast,Pool,No,No,7603340,23527225,Yes,Yes,Registered
Delhi,2,3,5,1001,1774,1979,2263,Studio,Northeast,None,Yes,Yes,6503150,40851822,Yes,Yes,Registered
Noida,3,1,3,704,1830,1857,2190,Villa,Southeast,Garden,Yes,Yes,3770428,39200066,Yes,Yes,Registered
Delhi,3,1,3,756,2597,1329,3425,Studio,Southeast,Pool,No,Yes,7033410,35567420,No,Yes,Registered
Faridabad,5,4,4,1124,2541,1689,2219,Apartment,Northeast,None,No,Yes,4838931,25423926,Yes,Yes,Registered
Gurgaon,2,4,3,849,2133,1277,2610,Independent House,Northwest,Main Road,No,No,6192545,31476408,Yes,Yes,Not Registered
Ghaziabad,1,1,1,681,2952,1391,3463,Independent House,East,Garden,Yes,Yes,5293031,24012722,No,Yes,Registered
Ghaziabad,3,1,2,893,2557,1753,3264,Apartment,East,None,No,Yes,5969144,34973269,Yes,Yes,Registered
Noida,3,1,4,826,1975,1676,3756,Independent House,Southeast,Main Road,Yes,No,4814816,39223705,Yes,Yes,Registered
Ghaziabad,3,1,5,1107,2380,1818,3051,Villa,South,None,Yes,Yes,7202905,30545767,Yes,Yes,Registered
Noida,5,4,1,788,2080,1112,3211,Independent House,North,Park,Yes,Yes,2318152,23179871,Yes,Yes,Registered
Ghaziabad,1,3,5,1381,2740,1531,3980,Villa,Southeast,Main Road,Yes,Yes,5519172,21086691,Yes,Yes,Registered
Delhi,3,1,2,1491,2597,1334,2650,Villa,East,None,Yes,Yes,9185031,23984203,Yes,Yes,Registered
Noida,5,3,5,618,1513,1296,2877,Apartment,Northwest,Main Road,Yes,No,6388136,34231064,Yes,Yes,Registered
Delhi,3,4,2,963,1971,1769,3535,Studio,North,Park,Yes,Yes,9485558,34465145,Yes,Yes,Registered
Delhi,2,4,4,997,2894,1519,3516,Independent House,Northwest,Pool,Yes,Yes,6602105,45476343,Yes,Yes,Not Registered
Noida,4,3,5,760,2312,1366,2005,Apartment,South,Park,Yes,Yes,7075809,20977058,Yes,Yes,Registered
Ghaziabad,2,2,2,1326,1676,1301,2551,Apartment,North,Park,Yes,No,6131510,21211385,Yes,Yes,Registered
Delhi,3,3,4,790,2221,1140,3867,Independent House,Northeast,None,No,Yes,4777991,42238741,No,Yes,Registered
Noida,2,4,2,595,2939,1822,2796,Studio,Southwest,Garden,Yes,No,4553437,28084701,No,Yes,Not Registered
Gurgaon,1,1,3,1305,1752,1475,3781,Villa,Southwest,Garden,No,Yes,8962881,19642188,Yes,Yes,Registered
Delhi,4,3,4,1288,2605,1754,2209,Apartment,West,Park,No,Yes,5878618,23445791,No,Yes,Registered
Gurgaon,4,2,2,1112,2987,1660,2996,Villa,Southeast,Pool,Yes,Yes,3965784,30317317,Yes,Yes,Registered
Delhi,4,3,2,762,1533,1632,2134,Villa,Northwest,Garden,No,No,5071140,46315586,Yes,Yes,Registered
Gurgaon,5,4,4,1411,2736,1344,2605,Apartment,Northwest,Main Road,Yes,No,9008913,29684346,Yes,Yes,Registered
Gurgaon,3,4,5,1441,1790,1838,3921,Studio,Southeast,Park,No,Yes,4547328,35501693,No,Yes,Registered
Gurgaon,5,1,2,845,2217,1213,2873,Independent House,Southwest,None,Yes,No,6795487,29292661,No,Yes,Registered
Noida,5,1,3,1151,2936,1982,3832,Apartment,Northeast,None,Yes,No,2854806,19519068,Yes,Yes,Registered
Delhi,3,2,1,619,1867,1859,3448,Villa,East,Pool,Yes,Yes,8181572,34766192,No,Yes,Registered
Faridabad,1,1,2,539,1881,1479,2937,Independent House,Southwest,Pool,No,Yes,7833753,45615889,Yes,Yes,Registered
Delhi,4,2,2,722,1690,1246,2726,Independent House,North,Garden,Yes,Yes,8132031,46776483,Yes,Yes,Registered
Faridabad,2,1,1,527,2529,1910,3270,Studio,Southwest,Garden,Yes,No,9077828,17792663,Yes,Yes,Registered
Noida,3,3,5,1093,2849,1448,2239,Apartment,Northeast,None,Yes,No,4726265,16193227,Yes,Yes,Registered
Gurgaon,4,2,4,900,1960,1883,2799,Independent House,Southeast,Pool,No,Yes,4606565,26321082,No,Yes,Registered
Faridabad,1,3,2,641,1666,1013,3518,Independent House,North,Park,No,Yes,4107533,27840919,Yes,Yes,Registered
Faridabad,5,3,1,1136,2550,1572,3745,Villa,West,Pool,No,Yes,9107364,33733008,No,Yes,Registered
Delhi,3,4,1,719,2461,1013,2293,Independent House,Southeast,None,Yes,Yes,2044201,25455533,Yes,Yes,Registered
Delhi,1,2,2,1078,2604,1349,2883,Studio,South,Pool,No,No,8993758,26340594,Yes,Yes,Registered
Delhi,2,2,2,1120,2337,1037,3795,Apartment,West,Garden,No,No,2666656,37087988,No,Yes,Registered
Gurgaon,4,4,5,1041,1869,1926,2250,Villa,East,Garden,No,Yes,4738974,42574535,Yes,Yes,Registered
Faridabad,2,2,4,727,1918,1251,2151,Apartment,East,Main Road,Yes,No,5556878,28910663,Yes,Yes,Registered
Noida,2,4,2,1392,1576,1358,2997,Villa,North,Park,No,Yes,4667324,44394807,Yes,Yes,Registered
Noida,2,3,2,1356,1747,1744,3395,Villa,North,Pool,No,No,6906747,21444194,No,Yes,Registered
Delhi,1,1,4,898,2554,1110,2478,Studio,West,Park,No,Yes,7268513,23524020,Yes,Yes,Registered
Ghaziabad,5,4,5,1348,1538,1731,2469,Villa,West,Park,Yes,No,7561008,43075813,Yes,Yes,Registered
Noida,3,2,2,732,2563,1093,3659,Independent House,Northeast,Pool,No,Yes,2735548,34950218,Yes,Yes,Registered
Noida,2,1,2,1116,1659,1682,2401,Studio,East,Pool,No,No,8076142,45423487,Yes,Yes,Registered
Ghaziabad,3,3,5,770,1628,1169,3640,Apartment,West,None,Yes,Yes,3417381,32519048,Yes,Yes,Registered
Noida,4,2,1,794,2680,1279,2862,Independent House,Northeast,None,Yes,No,8325667,27878697,No,Yes,Registered
Faridabad,3,2,2,1379,2030,1485,2342,Independent House,West,Pool,No,No,9564309,45703154,No,Yes,Registered
Faridabad,4,3,3,711,1779,1114,2104,Villa,Northwest,None,No,Yes,3161765,45330818,No,Yes,Registered
Faridabad,3,1,2,1091,2052,1547,2378,Villa,Northeast,Pool,No,Yes,8616193,44381826,No,No,Registered
Noida,2,3,4,1272,2740,1724,2154,Villa,North,Main Road,No,Yes,9921798,18928420,Yes,Yes,Registered
Faridabad,4,2,3,1131,2763,1612,2672,Studio,North,Main Road,No,No,7215526,46457539,Yes,Yes,Registered
Noida,2,1,4,1385,1511,1595,3366,Apartment,West,Main Road,Yes,Yes,7645236,16334833,No,Yes,Registered
Faridabad,5,2,2,1303,2179,1197,3733,Studio,West,Garden,No,Yes,2378590,25849216,Yes,Yes,Registered
Noida,1,4,2,536,2093,1968,3605,Villa,East,Pool,Yes,No,3545366,26617361,Yes,Yes,Not Registered
Ghaziabad,1,4,2,580,1772,1926,3601,Apartment,Northeast,None,Yes,Yes,7910285,28951692,Yes,Yes,Registered
Noida,2,2,2,1219,2058,1551,3766,Studio,North,Main Road,No,Yes,4775429,46533880,No,Yes,Registered
Noida,4,4,2,1402,1607,1976,3290,Studio,Southeast,Main Road,No,Yes,7807882,21366894,Yes,Yes,Registered
Gurgaon,4,4,4,1182,2417,1444,2157,Independent House,East,Park,Yes,Yes,8332124,20831341,Yes,Yes,Registered
Noida,4,2,3,1147,1956,1928,2018,Villa,North,Main Road,No,Yes,9218737,44327511,Yes,Yes,Registered
Faridabad,5,2,1,516,2183,1093,3911,Independent House,Northeast,Park,Yes,Yes,4708456,47014381,No,Yes,Registered
Ghaziabad,2,1,3,1192,2131,1436,2894,Studio,North,Pool,No,No,9785010,21888736,Yes,Yes,Registered
Faridabad,5,2,4,963,2678,1887,3070,Villa,North,Park,No,No,2364837,27110682,Yes,Yes,Registered
Faridabad,2,3,3,517,1640,1279,3147,Villa,Southeast,Park,Yes,No,9835382,30922605,Yes,Yes,Not Registered
Ghaziabad,1,3,4,738,1849,1393,2731,Studio,East,Pool,No,No,6185226,41495119,No,Yes,Registered
