Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
"5 BHK Flat for Sale in Experion Windchants, Sector 112, Gurgaon",137651214.7,Unknown,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,5,3,Gurgaon, Experion Windchants,5000,5,13900,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Chittaranjan Park Block D, New Delhi",42582749.87,Unknown,Ready to Move,Ground out of 2,Resale,East,Garden/Park,Freehold,3,2,Delhi, Chittaranjan Park Block D,6053,3,3551.957707,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Mahesh Apartment, Sector 21, Mathura Road, Faridabad",17825337.16,Unknown,Ready to Move,2 out of 3,Resale,East,"Pool, Garden/Park, Main Road",Freehold,3,1,Faridabad, Mahesh Apartment,8461,3,1063.704054,2013,Registered,Yes,No
"3 BHK Flat for Sale in New Industrial Township 3, Mathura Road, Faridabad",22776819.7,Unknown,Ready to Move,10 out of 19,Resale,North,"Garden/Park, Main Road",Leasehold,3,3,Faridabad, New Industrial Township 3,9538,3,1205.703502,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Vinoba Puri, Lajpat Nagar, New Delhi",30105013.86,Unknown,Ready to Move,1 out of 4,Resale,East,Main Road,Freehold,3,4,Delhi, Vinoba Puri,4235,3,3589.138135,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Progressive Apartment, Sector 55, Gurgaon",21786523.19,Unknown,Ready to Move,2 out of 3,Resale,North - East,Main Road,Freehold,3,5,Gurgaon, Progressive Apartment,30357,3,362.3546464,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Panchsheel Greens, Noida Extension, Noida",13864151.12,Unknown,Ready to Move,1 out of 6,Resale,South - East,"Garden/Park, Main Road",Freehold,2,1,Noida, Panchsheel Greens,5238,3,1336.387934,2013,Registered,Yes,No
"4 BHK Flat for Sale in Rajendra Place, New Delhi",168350406.5,Unknown,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,4,1,Delhi, Rajendra Place,8146,4,10434.56911,2013,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Vasundhara Sector 2B, Ghaziabad",10893261.6,Unknown,Ready to Move,5 out of 8,New Property,East,Road,Freehold,2,2,Ghaziabad, Vasundhara Sector 2B,11546,3,476.3554478,2013,Registered,Yes,Yes
"1 BHK Flat for Sale in DDA Lig Flats, Paschim Vihar, New Delhi",17231159.25,Unknown,Ready to Move,2 out of 4,Resale,North,Road,Not specified,2,1,Delhi, DDA Lig Flats,20333,1,427.8758668,2013,Not Registered,Yes,Yes
"3 BHK Flat for Sale in IFCI Park View Apartments, Sector 46, Mathura Road, Faridabad",14854447.63,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Faridabad, IFCI Park View Apartments,7631,3,1946.592534,2013,Registered,Yes,Yes
"3 BHK Flat for Sale in Mansarovar garden, New Delhi",24757412.72,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Mansarovar garden,7631,3,3244.320891,2013,Registered,Yes,Yes
"4 BHK Flat for Sale in Chittaranjan Park, New Delhi",94078168.33,Star Reality Group,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,5,3,Delhi, Chittaranjan Park,21111,4,2250.011842,2013,Registered,No,Yes
"3 BHK Flat for Sale in Gulmohar Enclave, Gulmohar Park, New Delhi",52485714.96,Unknown,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,3,2,Delhi, Gulmohar Enclave,3125,3,8480,2013,Registered,Yes,No
"4 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",89126685.78,Unknown,Ready to Move,15 out of 35,Resale,North - East,Garden/Park,Leasehold,4,3,Gurgaon, Ireo Victory Valley,8667,4,5192.107996,2013,Registered,Yes,Yes
"2 BHK Flat for Sale in Orange County, Ahinsa Khand-1, Indirapuram, Ghaziabad",23172938.3,Unknown,Ready to Move,7 out of 18,Resale,South - East,Main Road,Freehold,2,3,Ghaziabad, Orange County,15244,2,767.5150879,2013,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Godrej Woods, Sector 43, Noida",46345876.61,Unknown,Poss. by May '26,3 out of 27,New Property,East,"Garden/Park, Main Road, Pool",Freehold,3,2,Noida, Godrej Woods,8073,3,2898.550725,2013,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Vatika Emilia floors, Sector 82, Gurgaon",14854447.63,Unknown,Ready to Move,Ground out of 3,Resale,North - West,Garden/Park,Freehold,2,3,Gurgaon, Vatika Emilia floors,7193,2,1042.680384,2013,Registered,No,Yes
"4 BHK Flat for Sale in South City, Gurgaon",64369273.07,Unknown,Ready to Move,1 out of 4,Resale,South,"Garden/Park, Main Road",Power Of Attorney,4,3,Gurgaon, South City,6739,4,4822.673987,2013,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Sector 95, Gurgaon",22776819.7,Unknown,Poss. by Aug '24,2 out of 4,New Property,North,Garden/Park,Freehold,2,2,Gurgaon, Sector 95,18750,3,613.3333333,2013,Not Registered,No,Yes
"2 BHK Flat for Sale in Signature The Roselia, Sector 95A, Pataudi Road, Gurgaon",7922372.07,Unknown,Ready to Move,4 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,2,1,Gurgaon, Signature The Roselia,5000,2,800,2013,Registered,Yes,Yes
3 BHK Flat for Sale in Noida,10115470.52,Unknown,Ready to Move,10 out of 16,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,2,2,Noida, Noida,3806,3,1313.715187,2014,Registered,No,Yes
"2 BHK Flat for Sale in SRS Pearl Heights, Sector 76, Faridabad",9387156.644,Unknown,Ready to Move,Ground out of 2,Resale,North - East,Garden/Park,Freehold,4,2,Faridabad, SRS Pearl Heights,6818,2,680.5514814,2014,Registered,Yes,Yes
"4 BHK House for Sale in Vipin Garden, Dwarka Mor New Delhi",45519617.35,Unknown,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Leasehold,2,2,Delhi, Vip Garden,3882,4,5795.981453,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Gyan Khand 3, Ghaziabad",6676210.544,Unknown,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,3,4,Ghaziabad, Gyan Khand 3,5590,2,590.3398927,2014,Not Registered,Yes,No
"3 BHK Flat for Sale in Skyom Apartment, Mahavir Enclave, New Delhi",12239719.33,Unknown,Ready to Move,Ground out of 3,New Property,North - East,"Garden/Park, Main Road",Freehold,3,7,Delhi, Skyom Apartment,2000,3,3025,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in East Of Kailash Block D, New Delhi",72831387.76,Unknown,Ready to Move,3 out of 3,New Property,Not specified,Road,Not specified,3,2,Delhi, East Of Kailash Block D,5926,3,6074.924063,2014,Registered,No,Yes
"3 BHK House for Sale in Khyala, Vishnu Garden New Delhi",8092376.417,Unknown,Ready to Move,19 out of 22,Resale,Not specified,Road,Not specified,4,2,Delhi, Khyala,15487,3,258.281139,2014,Registered,Yes,No
4 BHK Villa for Sale in Sainik Farm New Delhi,106212440.5,Unknown,Ready to Move,1 out of 2,Resale,Not specified,Road,Not specified,5,2,Delhi, Sainik Farm New Delhi,38889,4,1349.996143,2014,Not Registered,No,Yes
"2 BHK Flat for Sale in Niti Khand-Indirapuram, Indirapuram, Ghaziabad",9103923.47,Unknown,Ready to Move,1 out of 1,Resale,Not specified,Road,Not specified,4,2,Ghaziabad, Niti Khand-Indirapuram,5417,2,830.7181097,2014,Registered,No,Yes
4 BHK Villa for Sale in Kirti Nagar New Delhi,283233174.6,Unknown,Ready to Move,2 out of 2,Resale,Not specified,Road,Not specified,5,2,Delhi, Kirti Nagar New Delhi,7419,4,18870.46772,2014,Registered,Yes,No
"6 BHK Flat for Sale in Golf Gardenia, Alpha 2, Greater Noida",39450335.03,Unknown,Ready to Move,3 out of 14,Resale,Not specified,Road,Not specified,2,2,Noida, Golf Gardenia,10838,6,1799.224949,2014,Not Registered,Yes,Yes
"3 BHK House for Sale in RWA Sector 122, Sector 122, Noida Express Way Noida",70808293.65,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Noida, RWA Sector 122,4000,3,8750,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Paramount Emotions, Noida Extension, Noida",12138564.63,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Noida, Paramount Emotions,7631,2,1590.69121,2014,Registered,No,No
"2 BHK Flat for Sale in Raj Nagar Extension, Ghaziabad",7687757.597,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Ghaziabad, Raj Nagar Extension,7631,2,1007.437767,2014,Registered,Yes,No
"3 BHK Flat for Sale in Sector 5, Gurgaon",34392599.77,Rajan Pathak,Ready to Move,2 out of 4,New Property,North - West,Main Road,Freehold,3,2,Gurgaon, Sector 5,8095,3,2100.061767,2014,Not Registered,Yes,Yes
"3 BHK Flat for Sale in JM Florence, Noida Extension, Noida",12543183.45,Aakash Sharma Sharma,Ready to Move,10 out of 18,Resale,East,Main Road,Leasehold,2,4,Noida, JM Florence,5180,3,1196.911197,2014,Registered,Yes,Yes
"1 BHK Flat for Sale in Rani Bagh, Pitampura, New Delhi",6069282.313,Unknown,Ready to Move,Ground out of 4,Resale,South,Main Road,Freehold,1,2,Delhi, Rani Bagh,6652,1,450.9921828,2014,Registered,Yes,No
"3 BHK Flat for Sale in Fusion The Brook, Sector 12, Greater Noida",15840826.84,Unknown,Ready to Move,4 out of 24,New Property,South - East,Garden/Park,Leasehold,2,1,Noida, Fusion The Brook,5800,3,1350,2014,Not Registered,Yes,Yes
"3 BHK House for Sale in Shiva Enclave, Paschim Vihar New Delhi",8092376.417,Unknown,Ready to Move,Ground out of 1,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,2,2,Delhi, Shiva Enclave,4444,3,900.090009,2014,Registered,No,Yes
"2 BHK Flat for Sale in Palam, New Delhi",7080829.365,Unknown,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool",Leasehold,2,3,Delhi, Palam,3532,2,990.9399773,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Wave Trucia, Wave City Center, Sector 32, Noida City centre Metro, Noida",24277129.25,Unknown,Ready to Move,11 out of 20,Resale,North - West,"Garden/Park, Main Road",Freehold,2,3,Noida, Wave Trucia,7747,2,1548.986705,2014,Registered,Yes,No
3 BHK House for Sale in Sigma 3 Greater Noida,40461882.09,Unknown,Ready to Move,Ground out of 1,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2,2,Noida, Sigma 3 Greater Noida,9290,3,2152.85253,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in SG Shikhar Height, Siddhartha Vihar, NH 24, Ghaziabad",18268539.76,Unknown,Ready to Move,3 out of 5,New Property,North - East,"Garden/Park, Main Road",Freehold,3,2,Ghaziabad, SG Shikhar Height,6450,3,1400,2014,Not Registered,No,No
"4 BHK Flat for Sale in Bank Vihar Apartments, Pitampura, New Delhi",45519617.35,Unknown,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,3,1,Delhi, Bank Vihar Apartments,17308,4,1299.976889,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in West End, New Delhi",145662775.5,Unknown,Ready to Move,1 out of 3,Resale,South -West,Garden/Park,Freehold,4,4,Delhi, West End,18000,4,4000,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Suncity, Sector 54, DLF Golf Course Road, Gurgaon",50577352.61,Unknown,Poss. by Jun '25,5 out of 10,New Property,North - East,Main Road,Leasehold,3,4,Gurgaon, Suncity,13889,3,1799.9856,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in SPS Residency, Vaibhav Khand, Indirapuram, Ghaziabad",15173205.78,Unknown,Ready to Move,Ground out of 4,Resale,Not specified,Road,Power Of Attorney,3,2,Ghaziabad, SPS Residency,5769,3,1300.052002,2014,Registered,Yes,Yes
5 BHK House for Sale in Rohini New Delhi,36415693.88,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,5,1,Delhi, Rohini New Delhi,10588,5,1700.037779,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in DDA Shanti Kunj Apartment, Dwarka Sector 9, New Delhi",27311770.41,Unknown,Ready to Move,5 out of 10,Resale,Not specified,Road,Not specified,2,2,Delhi, DDA Shanti Kunj Apartment,8710,3,1549.942595,2014,Not Registered,Yes,No
" Studio Apartment for Sale in Paragon Code 57, Sector 57, Gurgaon",30346411.57,Unknown,Ready to Move,1 out of 3,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Paragon Code 57,12397,1,1209.970154,2014,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Chhattarpur, New Delhi",11127017.57,Unknown,Ready to Move,6 out of 10,Resale,Not specified,Road,Not specified,3,2,Delhi, Chhattarpur,2500,4,2200,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in Palm Green Apartment, Dwarka, New Delhi",51588899.66,Unknown,Ready to Move,15 out of 16,Resale,Not specified,Road,Not specified,3,2,Delhi, Palm Green Apartment,10851,4,2350.013824,2014,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Paramount Golfforeste Premium Apartments, Sector-Zeta, Greater Noida",12907340.39,Unknown,Ready to Move,6 out of 9,New Property,Not specified,Road,Not specified,2,2,Noida, Paramount Golfforeste Premium Apartments,4100,3,1556.097561,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in Rajnagar Residency, Raj Nagar Extension, Ghaziabad",93062328.8,Unknown,Ready to Move,8 out of 19,New Property,Not specified,Road,Not specified,4,2,Ghaziabad, Rajnagar Residency,7302,4,6299.643933,2014,Registered,Yes,No
"3 BHK Flat for Sale in New CRPF CGHS, Sector 9A, Gurgaon",15173205.78,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,3,2,Gurgaon, New CRPF CGHS,4717,3,1589.99364,2014,Registered,No,Yes
"2 BHK Flat for Sale in Supertech Capetown, Sector 74, Noida",13150111.68,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Supertech Capetown,6989,2,930.0329089,2014,Registered,No,No
"2 BHK Flat for Sale in Shakti Khand 2, Indirapuram, Ghaziabad",10520089.34,Unknown,Ready to Move,4 out of 22,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Shakti Khand 2,5200,2,1000,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in Irish Pearls, Greater Noida West, Greater Noida",26097913.95,Unknown,Ready to move,2 out of 3,Resale,Not specified,Road,Not specified,4,2,Noida, Irish Pearls,6500,4,1984.615385,2014,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Model Town Phase 2, New Delhi",56646634.92,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, Model Town Phase 2,15556,3,1799.948573,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Build Wick Iconic Homes, Chhattarpur Enclave Phase2, New Delhi",13959349.32,Unknown,Ready to move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Delhi, Build Wick Iconic Homes,5750,3,1200,2014,Registered,No,Yes
"3 BHK Flat for Sale in Vasundhara Sector 14, Ghaziabad",20230941.04,Saransh Realtors,Ready to Move,1 out of 3,New Property,West,Main Road,Freehold,2,1,Ghaziabad, Vasundhara Sector 14,5556,3,1799.856012,2014,Registered,Yes,No
"3 BHK Flat for Sale in Jagriti Enclave, Anand Vihar, New Delhi",22658653.97,Unknown,Ready to Move,Ground out of 4,New Property,North,Garden/Park,Freehold,2,1,Delhi, Jagriti Enclave,13099,3,855.0271013,2014,Registered,Yes,Yes
5 BHK House for Sale in Rani Bagh New Delhi,80923764.17,Unknown,Ready to Move,3 out of 4,Resale,East,Garden/Park,Leasehold,2,3,Delhi, Rani Bagh New Delhi,160000,5,250,2014,Registered,No,No
"10 BHK House for Sale in Sector 52 RWA, Sector 52 Block B Noida",161645218.9,Unknown,Ready to Move,Lower Basement out of 4,Resale,North - West,"Garden/Park, Pool",Leasehold,2,2,Noida, Sector 52 RWA,16516,10,4837.733107,2014,Not Registered,Yes,No
"1 BHK Flat for Sale in Sector 135, Noida Express Way, Noida",8496995.238,Unknown,Ready to Move,2 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1,2,Noida, Sector 135,5419,1,775.0507474,2014,Registered,Yes,No
"3 BHK Flat for Sale in Hero Homes, Sector 104, Gurgaon",26300223.36,Unknown,Poss. by Dec '24,11 out of 35,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,3,3,Gurgaon, Hero Homes,9566,3,1358.97972,2014,Registered,No,Yes
2 BHK House for Sale in Vivek Vihar New Delhi,10520089.34,Unknown,Ready to Move,12 out of 24,Resale,West,"Garden/Park, Pool",Leasehold,2,5,Delhi, Vivek Vihar New Delhi,5503,2,944.9391241,2014,Registered,No,Yes
"3 BHK Flat for Sale in ACE Golfshire, Sector 150, Pusta Road, Noida",29334864.51,Unknown,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2,2,Noida, ACE Golfshire,8657,3,1674.945131,2014,Registered,Yes,Yes
1 BHK Flat for Sale in New Delhi,11127017.57,Unknown,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,2,4,Delhi, New Delhi,12222,1,450.008182,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Rohini Sector 7, New Delhi",30346411.57,Unknown,Ready to Move,8 out of 23,Resale,North,Garden/Park,Leasehold,1,1,Delhi, Rohini Sector 7,18750,2,800,2014,Registered,No,Yes
"3 BHK Flat for Sale in ATS Le Grandiose, Sector 150, Pusta Road, Noida",38438787.98,Unknown,Ready to Move,4 out of 7,Resale,North - East,Garden/Park,Freehold,3,5,Noida, ATS Le Grandiose,8261,3,2299.963685,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",40259572.68,Unknown,Ready to Move,14 out of 15,Resale,East,Road,Freehold,2,3,Delhi, DDA Azad Apartment,15920,3,1250,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Ansal Royal Heritage, Sector 70, Faridabad",14768586.96,Unknown,Ready to Move,1 out of 5,Resale,Not specified,Road,Freehold,3,2,Faridabad, Ansal Royal Heritage,4022,3,1815.017404,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Mehrauli, New Delhi",20230941.04,Unknown,Ready to Move,9 out of 37,Resale,Not specified,Road,Freehold,2,3,Delhi, Mehrauli,12500,2,800,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Wave Amore, Wave City Center, Sector 32, Noida City centre Metro, Noida",45317307.94,Unknown,Ready to Move,27 out of 27,Resale,Not specified,Road,Not specified,4,2,Noida, Wave Amore,10501,3,2133.130178,2014,Registered,No,Yes
"5 BHK Flat for Sale in Sundar Nagar, New Delhi",404618820.9,Unknown,Ready to Move,1 out of 14,Resale,Not specified,Road,Not specified,5,2,Delhi, Sundar Nagar,4889,5,40908.16118,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in NH 24, Ghaziabad",11127017.57,Unknown,Ready to Move,14 out of 14,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, NH 24,5581,3,985.486472,2014,Registered,No,No
"2 BHK Flat for Sale in Panchsheel Greens, Noida Extension, Noida",12138564.63,Unknown,Ready to Move,Ground out of 4,Resale,Not specified,Road,Not specified,2,2,Noida, Panchsheel Greens,8460,2,709.2198582,2014,Registered,Yes,No
4 BHK Villa for Sale in West End New Delhi,526004467.1,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,4,2,Delhi, West End New Delhi,8889,4,29249.63438,2014,Registered,Yes,No
"3 BHK Flat for Sale in West Rohtash Nagar, New Delhi",17803228.12,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, West Rohtash Nagar,7200,3,1222.222222,2014,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Dwarka Sector 3, New Delhi",14566277.55,Unknown,Ready to Move,4 out of 10,Resale,Not specified,Road,Not specified,2,2,Delhi, Dwarka Sector 3,6667,2,1079.946003,2014,Registered,Yes,No
"2 BHK Flat for Sale in Shalimar City, Shalimar Garden Extension 1, Ghaziabad",6676210.544,Unknown,Ready to Move,Ground out of 3,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Shalimar City,9400,2,351.0638298,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Amarpali Group, Greater Noida",18207846.94,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,3,2,Noida, Amarpali Group,15000,3,600,2014,Registered,Yes,No
"4 BHK Flat for Sale in Orchid Island, Orchid Island, Sector 51, Sohna Road, Gurgaon",47542711.45,Unknown,Ready to Move,3 out of 3,New Property,Not specified,Road,Not specified,4,2,Gurgaon, Orchid Island,11000,4,2136.363636,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Malka Ganj, New Delhi",60692823.13,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Malka Ganj,7631,2,7953.456052,2014,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Ramesh Nagar, New Delhi",22254035.15,Unknown,Ready to move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Delhi, Ramesh Nagar,7631,2,2916.267219,2014,Registered,Yes,No
"2 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",45519617.35,HR Real Estate,Ready to Move,1 out of 7,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2,1,Delhi, DDA Azad Apartment,18750,2,1200,2014,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Ajnara Le Garden, Greater Noida West, Greater Noida",8092376.417,Unknown,Ready to Move,8 out of 22,Resale,South -West,Main Road,Leasehold,2,3,Noida, Ajnara Le Garden,4020,2,995.0248756,2014,Registered,Yes,No
"8 BHK House for Sale in Vijay Enclave, Mahavir Enclave New Delhi",30346411.57,Unknown,Ready to Move,2 out of 2,Resale,North - East,"Garden/Park, Main Road",Leasehold,6,2,Delhi, Vijay Enclave,125000,8,120,2014,Registered,Yes,Yes
"10 BHK House for Sale in Khora Colony, Sector 62A Noida",13150111.68,Unknown,Ready to Move,1 out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,3,3,Noida, Khora Colony,2736,10,2375.730994,2014,Not Registered,No,Yes
"2 BHK Flat for Sale in Aditya Urban Casa, Sector 78, Noida",10924708.16,Unknown,Ready to Move,12 out of 14,Resale,West,Main Road,Freehold,2,5,Noida, Aditya Urban Casa,6171,2,875.0607681,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Neelkanth Apartments, Sector 62, NH 24, Noida",19219393.99,Unknown,Ready to Move,1 out of 8,Resale,East,"Garden/Park, Main Road",Freehold,3,2,Noida, Neelkanth Apartments,5135,3,1850.048685,2014,Registered,No,Yes
"4 BHK Flat for Sale in The Islands by Gaurs, Jaypee Greens, Greater Noida",81935311.23,Unknown,Poss. by Sep '25,26 out of 40,New Property,North - West,"Garden/Park, Pool",Freehold,4,2,Noida, The Islands by Gaurs,11008,4,3679.142442,2014,Not Registered,Yes,No
"3 BHK Flat for Sale in SRS Royal Hills Phase 1, Sector 87, Faridabad",12138564.63,Unknown,Ready to Move,Ground out of 14,Resale,North - East,Main Road,Freehold,2,4,Faridabad, SRS Royal Hills Phase 1,5455,3,1099.908341,2014,Not Registered,No,No
"1 BHK Flat for Sale in Loni Road Main Durga Puri, Ghaziabad",5260044.671,Unknown,Ready to Move,2 out of 12,New Property,North - East,Garden/Park,Freehold,1,1,Ghaziabad, Loni Road Ma Durga Puri,4971,1,523.0335949,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Avantika Colony, Shastri Nagar, Ghaziabad",7384293.481,Unknown,Ready to Move,1 out of 3,New Property,North - West,"Garden/Park, Pool",Freehold,2,2,Ghaziabad, Avantika Colony,3174,2,1149.968494,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Vasundhara Sector 17, Ghaziabad",10924708.16,Unknown,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,2,5,Ghaziabad, Vasundhara Sector 17,5902,2,914.9440868,2014,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Omaxe The Forest SPA, Suraj Kund, Sector 37, Faridabad",57051253.74,Unknown,Ready to Move,8 out of 17,Resale,East,"Garden/Park, Main Road",Leasehold,4,1,Faridabad, Omaxe The Forest SPA,6773,4,4163.590728,2014,Not Registered,No,Yes
"3 BHK House for Sale in Sector 21A, Mathura Road Faridabad",113293269.8,Unknown,Ready to Move,1 out of 1,Resale,North,"Garden/Park, Main Road",Freehold,3,6,Faridabad, Sector 21A,11630,3,4815.133276,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in Judges Enclave, Indirapuram, Ghaziabad",16184752.83,Unknown,Ready to Move,Ground out of 3,Resale,East,Main Road,Freehold,3,5,Ghaziabad, Judges Enclave,8663,4,923.4676209,2014,Not Registered,Yes,Yes
"3 BHK Flat for Sale in JMD Gardens, Sector 33, Gurgaon",35404146.83,Unknown,Ready to Move,6 out of 18,Resale,North - East,Main Road,Leasehold,4,2,Gurgaon, JMD Gardens,7105,3,2463.054187,2014,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Saviour Park, Mohan Nagar, Rajendra Nagar, Ghaziabad",27311770.41,Unknown,Ready to Move,7 out of 12,Resale,East,Road,Freehold,3,4,Ghaziabad, Saviour Park,6544,4,2062.958435,2014,Registered,Yes,No
"1 BHK Flat for Sale in Pimpri Chinchwad, Noida",7283138.776,Unknown,Ready to Move,10 out of 17,Resale,North - East,Road,Freehold,1,2,Noida, Pimpri Chinchwad,7906,1,455.3503668,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Gaur Homes, Govindpuram, Ghaziabad",11733945.81,Unknown,Ready to Move,3 out of 12,Resale,Not specified,Road,Not specified,2,3,Ghaziabad, Gaur Homes,13889,3,417.5966592,2014,Registered,Yes,Yes
"4 BHK Flat for Sale in Omaxe Forest Spa, Sector 93B, Noida Express Way, Noida",121385646.3,Unknown,Ready to Move,14 out of 18,Resale,Not specified,Road,Not specified,4,2,Noida, Omaxe Forest Spa,21600,4,2777.777778,2014,Registered,No,No
"3 BHK Flat for Sale in Gagan Vihar CGHS Ltd, Krishna Nagar, New Delhi",34392599.77,Unknown,Ready to Move,4 out of 4,New Property,Not specified,Road,Not specified,2,2,Delhi, Gagan Vihar CGHS Ltd,8250,3,2060.606061,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Vijayant Enclave, Sector 29, Noida",33381052.72,Unknown,Ready to Move,1 out of 3,Resale,Not specified,Road,Not specified,3,2,Noida, Vijayant Enclave,6799,3,2426.827475,2014,Registered,Yes,Yes
"3 BHK Flat for Sale in Ramprastha The Rise, Sector 37D, Delhi Gurgaon Expressway, Gurgaon",24277129.25,Unknown,Ready to Move,11 out of 25,New Property,Not specified,Road,Not specified,3,2,Gurgaon, Ramprastha The Rise,10904,3,1100.513573,2014,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Daryaganj, New Delhi",34392599.77,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,2,2,Delhi, Daryaganj,18148,3,936.7423408,2014,Not Registered,Yes,Yes
5 BHK House for Sale in Rohini sec 11 New Delhi,99131611.11,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,5,2,Delhi, Rohini sec 11 New Delhi,3000,5,16333.33333,2014,Registered,Yes,No
